#A1689_1.rest_UV.1337.resampled_noDC.txt
#Rest Wavelengths (A) | Resampled Luminosities (A^-1) | Resampled Lum. Errors
#
1135.00000	   0.00000	   0.00000
1135.72510	   0.04135	   0.00447
1136.45020	   0.03675	   0.00492
1137.17530	   0.02687	   0.00472
1137.90040	   0.03191	   0.00426
1138.62550	   0.03248	   0.00400
1139.35060	   0.04513	   0.00440
1140.07570	   0.02931	   0.00460
1140.80080	   0.03030	   0.00457
1141.52590	   0.03273	   0.00420
1142.25100	   0.03653	   0.00433
1142.97610	   0.03602	   0.00482
1143.70120	   0.04664	   0.00545
1144.42630	   0.03234	   0.00483
1145.15140	   0.05243	   0.00474
1145.87650	   0.05798	   0.00490
1146.60160	   0.05027	   0.00526
1147.32670	   0.05363	   0.00535
1148.05180	   0.05987	   0.00485
1148.77690	   0.05174	   0.00439
1149.50200	   0.05027	   0.00455
1150.22710	   0.05181	   0.00506
1150.95220	   0.04929	   0.00502
1151.67730	   0.03429	   0.00406
1152.40240	   0.04283	   0.00404
1153.12750	   0.05272	   0.00457
1153.85260	   0.04617	   0.00467
1154.57770	   0.05429	   0.00466
1155.30280	   0.05641	   0.00435
1156.02790	   0.05274	   0.00425
1156.75300	   0.05390	   0.00472
1157.47810	   0.05242	   0.00487
1158.20320	   0.05544	   0.00454
1158.92830	   0.05296	   0.00416
1159.65340	   0.04447	   0.00402
1160.37850	   0.04562	   0.00449
1161.10360	   0.05506	   0.00487
1161.82870	   0.04255	   0.00410
1162.55380	   0.04752	   0.00395
1163.27890	   0.05265	   0.00422
1164.00400	   0.05659	   0.00490
1164.72910	   0.05198	   0.00478
1165.45420	   0.05253	   0.00421
1166.17930	   0.05519	   0.00416
1166.90440	   0.05396	   0.00446
1167.62950	   0.05315	   0.00499
1168.35460	   0.04089	   0.00455
1169.07970	   0.05024	   0.00426
1169.80480	   0.04695	   0.00403
1170.52990	   0.04719	   0.00436
1171.25500	   0.04067	   0.00461
1171.98010	   0.03885	   0.00438
1172.70520	   0.03593	   0.00392
1173.43030	   0.02544	   0.00364
1174.15540	   0.03102	   0.00407
1174.88050	   0.01172	   0.00410
1175.60560	   0.02476	   0.00400
1176.33070	   0.02516	   0.00368
1177.05580	   0.02421	   0.00365
1177.78090	   0.03434	   0.00414
1178.50600	   0.04725	   0.00465
1179.23110	   0.04247	   0.00411
1179.95620	   0.05254	   0.00403
1180.68130	   0.04489	   0.00386
1181.40640	   0.02779	   0.00390
1182.13150	   0.03783	   0.00428
1182.85660	   0.02449	   0.00364
1183.58170	   0.03406	   0.00358
1184.30680	   0.03777	   0.00385
1185.03190	   0.04140	   0.00455
1185.75700	   0.03312	   0.00456
1186.48210	   0.03794	   0.00420
1187.20720	   0.02388	   0.00363
1187.93230	   0.01454	   0.00357
1188.65740	   0.02285	   0.00412
1189.38250	   0.00594	   0.00403
1190.10760	   0.00437	   0.00362
1190.83270	   0.00457	   0.00337
1191.55780	   0.01226	   0.00351
1192.28290	   0.01069	   0.00395
1193.00800	   0.02414	   0.00410
1193.73310	   0.03286	   0.00383
1194.45820	   0.03489	   0.00369
1195.18330	   0.03747	   0.00393
1195.90840	   0.03011	   0.00435
1196.63350	   0.02064	   0.00424
1197.35860	   0.02413	   0.00383
1198.08370	   0.01810	   0.00358
1198.80880	   0.00867	   0.00365
1199.53390	   0.00357	   0.00405
1200.25900	   0.02740	   0.00422
1200.98410	   0.02108	   0.00366
1201.70920	   0.01933	   0.00350
1202.43430	   0.00973	   0.00368
1203.15940	   0.00594	   0.00407
1203.88450	   0.00833	   0.00400
1204.60960	   0.01391	   0.00349
1205.33470	   0.00923	   0.00334
1206.05980	   0.00970	   0.00361
1206.78490	   0.00943	   0.00406
1207.51000	   0.01301	   0.00409
1208.23510	   0.01272	   0.00364
1208.96020	   0.01522	   0.00361
1209.68530	   0.00862	   0.00390
1210.41040	   0.00354	   0.00446
1211.13550	   0.01075	   0.00452
1211.86060	   0.02148	   0.00413
1212.58570	  -0.00235	   0.00384
1213.31080	  -0.00528	   0.00403
1214.03590	  -0.00505	   0.00453
1214.76100	   0.01479	   0.00455
1215.48610	   0.01107	   0.00398
1216.21120	   0.01371	   0.00377
1216.93630	   0.01323	   0.00395
1217.66140	   0.03261	   0.00468
1218.38650	   0.01815	   0.00444
1219.11160	   0.01832	   0.00394
1219.83670	   0.01514	   0.00370
1220.56180	   0.01375	   0.00390
1221.28690	   0.02306	   0.00446
1222.01200	   0.01815	   0.00440
1222.73710	   0.00902	   0.00371
1223.46220	   0.02160	   0.00355
1224.18730	   0.01872	   0.00365
1224.91240	   0.01640	   0.00411
1225.63750	   0.01373	   0.00410
1226.36260	   0.01774	   0.00366
1227.08770	   0.02019	   0.00349
1227.81280	   0.02185	   0.00368
1228.53790	   0.02703	   0.00423
1229.26300	   0.03393	   0.00445
1229.98810	   0.02749	   0.00385
1230.71320	   0.03659	   0.00373
1231.43830	   0.02490	   0.00369
1232.16340	   0.03009	   0.00431
1232.88850	   0.03009	   0.00437
1233.61360	   0.02766	   0.00394
1234.33870	   0.02674	   0.00362
1235.06380	   0.02751	   0.00372
1235.78890	   0.02232	   0.00411
1236.51400	   0.02737	   0.00432
1237.23910	   0.03381	   0.00401
1237.96420	   0.04025	   0.00384
1238.68930	   0.03559	   0.00385
1239.41440	   0.02410	   0.00408
1240.13950	   0.02624	   0.00431
1240.86460	   0.02831	   0.00396
1241.58970	   0.03914	   0.00385
1242.31480	   0.03316	   0.00378
1243.03990	   0.04268	   0.00442
1243.76500	   0.04982	   0.00486
1244.49010	   0.03445	   0.00426
1245.21520	   0.03785	   0.00394
1245.94030	   0.03642	   0.00403
1246.66540	   0.03729	   0.00453
1247.39050	   0.04590	   0.00504
1248.11560	   0.04806	   0.00469
1248.84070	   0.04269	   0.00408
1249.56580	   0.03986	   0.00393
1250.29090	   0.04681	   0.00437
1251.01600	   0.03936	   0.00455
1251.74110	   0.03600	   0.00436
1252.46620	   0.04373	   0.00399
1253.19130	   0.03917	   0.00379
1253.91640	   0.04091	   0.00413
1254.64150	   0.04446	   0.00460
1255.36660	   0.03834	   0.00437
1256.09170	   0.04329	   0.00402
1256.81680	   0.03018	   0.00362
1257.54190	   0.02124	   0.00373
1258.26700	   0.01651	   0.00425
1258.99210	   0.00311	   0.00411
1259.71720	   0.01336	   0.00369
1260.44230	   0.01954	   0.00352
1261.16740	   0.03617	   0.00389
1261.89250	   0.04886	   0.00461
1262.61760	   0.04849	   0.00464
1263.34270	   0.04829	   0.00415
1264.06780	   0.04967	   0.00388
1264.79290	   0.04652	   0.00391
1265.51800	   0.04167	   0.00431
1266.24310	   0.05110	   0.00474
1266.96820	   0.04215	   0.00412
1267.69330	   0.04341	   0.00379
1268.41840	   0.04277	   0.00381
1269.14350	   0.05625	   0.00460
1269.86860	   0.04340	   0.00449
1270.59370	   0.03879	   0.00410
1271.31880	   0.05506	   0.00407
1272.04390	   0.05121	   0.00393
1272.76900	   0.05104	   0.00431
1273.49410	   0.04221	   0.00446
1274.21920	   0.04915	   0.00451
1274.94430	   0.04515	   0.00382
1275.66940	   0.05439	   0.00391
1276.39450	   0.05249	   0.00413
1277.11960	   0.03769	   0.00424
1277.84470	   0.05062	   0.00453
1278.56980	   0.04759	   0.00399
1279.29490	   0.04657	   0.00386
1280.02000	   0.04166	   0.00402
1280.74510	   0.05399	   0.00491
1281.47020	   0.05168	   0.00478
1282.19530	   0.04694	   0.00410
1282.92040	   0.04159	   0.00376
1283.64550	   0.04495	   0.00401
1284.37060	   0.04905	   0.00461
1285.09570	   0.04247	   0.00456
1285.82080	   0.04842	   0.00442
1286.54590	   0.04146	   0.00386
1287.27100	   0.05251	   0.00409
1287.99610	   0.03360	   0.00410
1288.72120	   0.04661	   0.00466
1289.44630	   0.04074	   0.00416
1290.17140	   0.04520	   0.00385
1290.89650	   0.05541	   0.00405
1291.62160	   0.04905	   0.00414
1292.34670	   0.04763	   0.00455
1293.07180	   0.05295	   0.00454
1293.79690	   0.04660	   0.00394
1294.52200	   0.04565	   0.00380
1295.24710	   0.04855	   0.00413
1295.97220	   0.05359	   0.00478
1296.69730	   0.02731	   0.00415
1297.42240	   0.04072	   0.00393
1298.14750	   0.04134	   0.00369
1298.87260	   0.03310	   0.00367
1299.59770	   0.02512	   0.00399
1300.32280	   0.02372	   0.00405
1301.04790	   0.01348	   0.00354
1301.77300	   0.01250	   0.00330
1302.49810	   0.02453	   0.00352
1303.22320	   0.02284	   0.00387
1303.94830	   0.03085	   0.00418
1304.67340	   0.04982	   0.00422
1305.39850	   0.05608	   0.00399
1306.12360	   0.05087	   0.00388
1306.84870	   0.06099	   0.00458
1307.57380	   0.05424	   0.00464
1308.29890	   0.05306	   0.00442
1309.02400	   0.05886	   0.00409
1309.74910	   0.06001	   0.00403
1310.47420	   0.05661	   0.00428
1311.19930	   0.04798	   0.00455
1311.92440	   0.05336	   0.00468
1312.64950	   0.04277	   0.00394
1313.37460	   0.03724	   0.00363
1314.09970	   0.04925	   0.00408
1314.82480	   0.05838	   0.00480
1315.54990	   0.05836	   0.00492
1316.27500	   0.04733	   0.00409
1317.00010	   0.04745	   0.00387
1317.72520	   0.04100	   0.00383
1318.45030	   0.05149	   0.00455
1319.17540	   0.06042	   0.00496
1319.90050	   0.05438	   0.00444
1320.62560	   0.05509	   0.00406
1321.35070	   0.05353	   0.00403
1322.07580	   0.04624	   0.00428
1322.80090	   0.05333	   0.00491
1323.52600	   0.05078	   0.00468
1324.25110	   0.05307	   0.00431
1324.97620	   0.04378	   0.00400
1325.70130	   0.04169	   0.00423
1326.42640	   0.05315	   0.00505
1327.15150	   0.04439	   0.00484
1327.87660	   0.03633	   0.00407
1328.60170	   0.05436	   0.00419
1329.32680	   0.05281	   0.00430
1330.05190	   0.04064	   0.00456
1330.77700	   0.03679	   0.00464
1331.50210	   0.02025	   0.00386
1332.22720	   0.01768	   0.00355
1332.95230	   0.00528	   0.00343
1333.67740	   0.01909	   0.00387
1334.40250	   0.02996	   0.00421
1335.12760	   0.03628	   0.00400
1335.85270	   0.04592	   0.00385
1336.57780	   0.03886	   0.00368
1337.30290	   0.03275	   0.00386
1338.02800	   0.05494	   0.00484
1338.75310	   0.05057	   0.00451
1339.47820	   0.05196	   0.00414
1340.20330	   0.04456	   0.00384
1340.92840	   0.05145	   0.00424
1341.65350	   0.05113	   0.00478
1342.37860	   0.05145	   0.00489
1343.10370	   0.03903	   0.00401
1343.82880	   0.04226	   0.00384
1344.55390	   0.04583	   0.00403
1345.27900	   0.05348	   0.00463
1346.00410	   0.04523	   0.00467
1346.72920	   0.03776	   0.00413
1347.45430	   0.04447	   0.00400
1348.17940	   0.04644	   0.00402
1348.90450	   0.05228	   0.00437
1349.62960	   0.06493	   0.00515
1350.35470	   0.05329	   0.00462
1351.07980	   0.05024	   0.00401
1351.80490	   0.05162	   0.00393
1352.53000	   0.04477	   0.00404
1353.25510	   0.05311	   0.00485
1353.98020	   0.05187	   0.00480
1354.70530	   0.05322	   0.00426
1355.43040	   0.05408	   0.00403
1356.15550	   0.05971	   0.00429
1356.88060	   0.05192	   0.00454
1357.60570	   0.05349	   0.00480
1358.33080	   0.05000	   0.00441
1359.05590	   0.04629	   0.00392
1359.78100	   0.05183	   0.00405
1360.50610	   0.05630	   0.00456
1361.23120	   0.04978	   0.00472
1361.95630	   0.04672	   0.00443
1362.68140	   0.05561	   0.00416
1363.40650	   0.05811	   0.00414
1364.13160	   0.05417	   0.00434
1364.85670	   0.05436	   0.00497
1365.58180	   0.04072	   0.00461
1366.30690	   0.05324	   0.00439
1367.03200	   0.04804	   0.00395
1367.75710	   0.04701	   0.00398
1368.48220	   0.04568	   0.00439
1369.20730	   0.04693	   0.00458
1369.93240	   0.05986	   0.00473
1370.65750	   0.04359	   0.00390
1371.38260	   0.05398	   0.00411
1372.10770	   0.05013	   0.00438
1372.83280	   0.05471	   0.00492
1373.55790	   0.05718	   0.00483
1374.28300	   0.05212	   0.00411
1375.00810	   0.05576	   0.00407
1375.73320	   0.05467	   0.00428
1376.45830	   0.06154	   0.00502
1377.18340	   0.05855	   0.00496
1377.90850	   0.05032	   0.00425
1378.63360	   0.05002	   0.00393
1379.35870	   0.05128	   0.00402
1380.08380	   0.05087	   0.00448
1380.80890	   0.05434	   0.00480
1381.53400	   0.05498	   0.00454
1382.25910	   0.05055	   0.00400
1382.98420	   0.05351	   0.00401
1383.70930	   0.06217	   0.00453
1384.43440	   0.05855	   0.00489
1385.15950	   0.05550	   0.00475
1385.88460	   0.05392	   0.00417
1386.60970	   0.05283	   0.00395
1387.33480	   0.05153	   0.00409
1388.05990	   0.05098	   0.00461
1388.78500	   0.05911	   0.00500
1389.51010	   0.04468	   0.00422
1390.23520	   0.04438	   0.00385
1390.96030	   0.03573	   0.00369
1391.68540	   0.03615	   0.00408
1392.41050	   0.03590	   0.00436
1393.13560	   0.03088	   0.00411
1393.86070	   0.04090	   0.00384
1394.58580	   0.04999	   0.00391
1395.31090	   0.04906	   0.00411
1396.03600	   0.05832	   0.00495
1396.76110	   0.06046	   0.00501
1397.48620	   0.05773	   0.00446
1398.21130	   0.04493	   0.00388
1398.93640	   0.03503	   0.00378
1399.66150	   0.03248	   0.00413
1400.38660	   0.02818	   0.00426
1401.11170	   0.03421	   0.00412
1401.83680	   0.03950	   0.00379
1402.56190	   0.04309	   0.00380
1403.28700	   0.05331	   0.00439
1404.01210	   0.05719	   0.00494
1404.73720	   0.04543	   0.00465
1405.46230	   0.04657	   0.00416
1406.18740	   0.04156	   0.00382
1406.91250	   0.04034	   0.00390
1407.63760	   0.04920	   0.00457
1408.36270	   0.05068	   0.00480
1409.08780	   0.04792	   0.00437
1409.81290	   0.05776	   0.00428
1410.53800	   0.05238	   0.00414
1411.26310	   0.04857	   0.00443
1411.98820	   0.04551	   0.00485
