#stacked_spectrum_HK-bands_median_H-alpha_noDC.txt
#median Redshift: 2.54064
#median Lum of Sample: 1.88895e+42
#Rest-frame wavelength (A) | Luminosity (erg/s/A)
#
5605.00000	0.00000e+00
5605.61260	6.15392e+39
5606.22520	1.94277e+40
5606.83780	2.35204e+40
5607.45040	-1.41759e+40
5608.06300	1.69801e+40
5608.67560	-7.71101e+39
5609.28820	-2.20178e+40
5609.90080	4.52537e+40
5610.51340	-7.76536e+39
5611.12600	-2.48922e+39
5611.73860	-6.64215e+39
5612.35120	-2.75049e+40
5612.96380	3.06052e+40
5613.57640	-1.98080e+40
5614.18900	8.39695e+40
5614.80160	-2.04984e+40
5615.41420	6.59011e+40
5616.02680	-1.43994e+40
5616.63940	1.94564e+40
5617.25200	-3.23056e+40
5617.86460	2.80462e+40
5618.47720	3.19245e+40
5619.08980	9.94244e+39
5619.70240	-7.03728e+40
5620.31500	-2.36798e+40
5620.92760	4.56691e+40
5621.54020	-2.15605e+40
5622.15280	-3.42392e+40
5622.76540	4.76078e+40
5623.37800	-4.99132e+40
5623.99060	2.14823e+40
5624.60320	9.26423e+40
5625.21580	3.03048e+39
5625.82840	-2.00704e+40
5626.44100	-2.64847e+40
5627.05360	-4.57150e+38
5627.66620	-1.06867e+41
5628.27880	1.90185e+40
5628.89140	-3.93593e+40
5629.50400	2.06747e+40
5630.11660	2.16930e+40
5630.72920	1.13041e+40
5631.34180	3.46883e+40
5631.95440	2.59472e+40
5632.56700	6.31240e+38
5633.17960	6.30598e+39
5633.79220	3.37007e+40
5634.40480	-4.80913e+40
5635.01740	-1.24827e+40
5635.63000	-1.90929e+40
5636.24260	-1.08906e+41
5636.85520	-7.75846e+40
5637.46780	3.96297e+40
5638.08040	5.29520e+40
5638.69300	1.00449e+40
5639.30560	-2.60443e+40
5639.91820	5.47253e+39
5640.53080	-3.44276e+40
5641.14340	8.32691e+40
5641.75600	6.04587e+40
5642.36860	4.62099e+40
5642.98120	3.03273e+40
5643.59380	-6.90866e+40
5644.20640	-5.41056e+40
5644.81900	-4.55114e+40
5645.43160	1.88735e+40
5646.04420	-3.17531e+40
5646.65680	8.80338e+40
5647.26940	-1.66094e+40
5647.88200	8.18266e+40
5648.49460	-3.72959e+40
5649.10720	3.00630e+41
5649.71980	1.40594e+41
5650.33240	1.85370e+41
5650.94500	2.82048e+41
5651.55760	7.00132e+41
5652.17020	2.90372e+41
5652.78280	6.26041e+40
5653.39540	5.91589e+40
5654.00800	-7.38094e+40
5654.62060	-3.86689e+40
5655.23320	2.21142e+40
5655.84580	1.66436e+41
5656.45840	-2.35405e+40
5657.07100	1.89684e+41
5657.68360	-5.69145e+41
5658.29620	-1.94887e+41
5658.90880	-3.17973e+41
5659.52140	-3.65059e+41
5660.13400	-3.13560e+41
5660.74660	-1.98720e+41
5661.35920	-4.63177e+40
5661.97180	3.23139e+40
5662.58440	-1.88677e+40
5663.19700	2.52564e+41
5663.80960	1.10316e+41
5664.42220	-1.56843e+41
5665.03480	-2.49030e+40
5665.64740	-1.55412e+41
5666.26000	-3.57748e+41
5666.87260	-2.37186e+41
5667.48520	-1.79686e+41
5668.09780	-5.03886e+40
5668.71040	-2.07789e+40
5669.32300	-4.65803e+40
5669.93560	8.38310e+39
5670.54820	-6.73489e+40
5671.16080	-9.98104e+40
5671.77340	-3.83951e+40
5672.38600	7.74316e+40
5672.99860	3.17963e+40
5673.61120	-4.41590e+40
5674.22380	-3.58972e+39
5674.83640	1.74131e+39
5675.44900	-1.41484e+41
5676.06160	4.42583e+40
5676.67420	2.38525e+40
5677.28680	9.33767e+40
5677.89940	-4.13985e+40
5678.51200	-1.98827e+41
5679.12460	-3.10803e+40
5679.73720	-2.59124e+40
5680.34980	2.71945e+40
5680.96240	7.13580e+40
5681.57500	-6.11082e+40
5682.18760	-2.11712e+40
5682.80020	2.68778e+41
5683.41280	3.22188e+41
5684.02540	1.67305e+41
5684.63800	2.36079e+41
5685.25060	-8.94752e+40
5685.86320	-5.73945e+40
5686.47580	7.51618e+40
5687.08840	1.67744e+41
5687.70100	1.90075e+41
5688.31360	1.16034e+41
5688.92620	1.68580e+41
5689.53880	-3.02500e+40
5690.15140	-3.42553e+40
5690.76400	5.70147e+40
5691.37660	-2.35768e+40
5691.98920	-1.12253e+41
5692.60180	-1.89660e+41
5693.21440	-1.04530e+41
5693.82700	-1.00131e+41
5694.43960	-4.00976e+39
5695.05220	-1.18860e+41
5695.66480	3.13354e+40
5696.27740	1.41575e+41
5696.89000	-7.94517e+40
5697.50260	6.79961e+40
5698.11520	7.90024e+39
5698.72780	-2.54826e+40
5699.34040	-5.04719e+40
5699.95300	-2.33127e+40
5700.56560	-8.90535e+40
5701.17820	-1.18972e+40
5701.79080	5.50471e+40
5702.40340	-1.47361e+41
5703.01600	-5.04923e+41
5703.62860	-3.19823e+41
5704.24120	-8.47847e+39
5704.85380	1.13528e+41
5705.46640	-1.81390e+40
5706.07900	8.36679e+40
5706.69160	1.97232e+41
5707.30420	1.39851e+41
5707.91680	-1.55660e+40
5708.52940	3.26502e+40
5709.14200	1.16395e+41
5709.75460	-9.81472e+39
5710.36720	-1.64806e+39
5710.97980	2.14093e+40
5711.59240	4.43270e+40
5712.20500	9.90982e+40
5712.81760	1.91636e+39
5713.43020	1.37683e+39
5714.04280	6.74222e+40
5714.65540	-4.76444e+40
5715.26800	7.49056e+39
5715.88060	8.46270e+40
5716.49320	1.78266e+41
5717.10580	1.55264e+41
5717.71840	1.17171e+41
5718.33100	4.29147e+40
5718.94360	9.44710e+39
5719.55620	-6.54629e+39
5720.16880	2.66170e+40
5720.78140	2.18076e+39
5721.39400	8.28407e+39
5722.00660	2.92958e+40
5722.61920	-3.10823e+40
5723.23180	1.89934e+40
5723.84440	-1.99843e+40
5724.45700	-2.14927e+39
5725.06960	-5.19594e+40
5725.68220	7.01037e+39
5726.29480	2.99681e+41
5726.90740	2.95916e+41
5727.52000	3.18981e+41
5728.13260	1.06539e+41
5728.74520	1.09289e+41
5729.35780	1.64839e+40
5729.97040	2.65724e+40
5730.58300	5.82720e+40
5731.19560	8.17333e+40
5731.80820	1.16881e+41
5732.42080	3.12712e+40
5733.03340	-1.65158e+40
5733.64600	2.93941e+39
5734.25860	1.23588e+40
5734.87120	-3.61022e+40
