Names	Cluster	RA	DEC.	EW	EW_uperr	EW_lowerr	F_Lya	F_Lya_uperr	F_Lya_lowerr	Slit_corr_LRIS	Slit_corr_MOSFIRE	Beta	Beta_uperr	Beta_lowerr	Z_Lya	Z_Lya_uperr	Z_Lya_lowerr	Flux_upp_5_sig	Spec_z	Spec_z_err	F625W/F606W	EF625W/EF606W	F475W/F435W	EF475W/EF435W	HBeta	HBeta_Err	Halpha	HAlpha_err	OIII5007	OIII5007err	Magn	Beta_Power	Beta_err_Power	Beta_SED	Beta_err_SED	Metal_Calzetti	LAge_Calzetti	Age_err_Calzetti	AV_Calzetti	AV_err_Calzetti	LMass_Calzetti	Mass_err_Calzetti	LSFR_Calzetti	SFR_err_Calzetti	LSSFR_Calzetti	SSFR_err_Calzetti	Metal_SMC	LAge_SMC	Age_err_SMC	AV_SMC	AV_err_SMC	LMass_SMC	Mass_err_SMC	LSFR_SMC	SFR_err_SMC	LSSFR_SMC	SSFR_err_SMC	Rest_EW	Observed_Intrinsic_Lya	f_esc_obs	f_esc_obs_err	f_esc_upp_lim	Halpha_corr	Halpha_corr_err	Intrinsic_Lya_corr	f_esc_corr	f_esc_corr_err	f_esc_upp_corr
786	M1149	177.38148673	22.38688596	-90.859940	1.550709	1.417791	-1.00E-17	-1.00E-17	-1.00E-17	1.21074609		-2.07028	0.17077	-0.16907	2.158	6.67E-04	-6.67E-04	2.3465E-18	-1.0000E+00	-1.0000E+00	2.6971E-30	5.5675E-32	2.1739E-30	6.6761E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.7300E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-2.8771E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.4254E+00	-1.0000E+00
830	M0717	109.37862821	37.73449984	40.538363	5.736786	4.558696	6.657239269E-18	2.67107854E-19	2.808765041E-19	1.06		2.08612	0.7662	-0.75854	2.763772957	0.0003952471784	-0.0004618662158	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.0171E-30	6.6060E-32	1.1369E-30	7.6409E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.0040E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.0771E+01	-8.7000E+00	-1.0000E+00	-1.0008E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5341E-01	-1.0000E+00
920	A1689	197.88959493	-1.34332499	109.205642	7.434973	6.275390	2.247582739E-17	4.452464146E-19	4.320211422E-19	1.51		-4.84272	0.34166	-0.10339	2.545567097	0.0001606244387	-0.0001622533063	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.1306E-30	9.0105E-32	1.7968E-30	7.4694E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.5000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.0801E+01	-8.7000E+00	-1.0000E+00	-1.0002E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5272E-01	-1.0000E+00
946	A1689	197.89543118	-1.34277496	298.027896	30.162236	24.455867	9.211281774E-17	7.43071074E-19	7.890342546E-19	1.5		-0.90078	0.48172	-0.48171	2.287261273	0.0001441876844	-0.0001456520198	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.1844E-30	6.5488E-32	9.7812E-31	5.1655E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	9.0661E+01	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5225E-01	-1.0000E+00
960	M0717	109.41064988	37.73744859	1.255113	16.715765	12.986670	5.137459346E-17	4.081903255E-18	1.71252094E-18	1.3		-0.54366	1.18094	-1.13417	3.035227231	9.04E-05	-9.31E-05	-1.0000E+00	-1.0000E+00	-1.0000E+00	8.6459E-30	1.8482E-31	4.5290E-30	2.3287E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.7190E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.1104E-01	-8.7000E+00	-1.0000E+00	-1.0016E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5571E-01	-1.0000E+00
991	A1689	197.86776534	-1.34164793	-73.944737	2.080289	1.846985	-1.00E-17	-1.00E-17	-1.00E-17	1.11	1.536	-4.18464	0.34878	-0.33871	2.41	6.67E-04	-6.67E-04	2.8067E-18	2.4084E+00	3.2522E-05	1.8672E-30	9.5574E-32	1.9248E-30	8.2251E-32	-1.7264E-19	8.8709E-19	3.0465E-18	1.2537E-18	8.2508E-18	1.1187E-18	3.8500E+00	-2.5800E+00	3.6940E-01	-2.2282E+00	4.6153E-02	8.0000E-03	9.1000E+00	8.5603E+08	2.0000E-01	6.5306E-02	7.5500E+00	8.9402E+06	-1.0000E+00	1.8678E-02	-8.5500E+00	1.8678E-02	8.0000E-03	9.4000E+00	7.8469E+08	5.0000E-02	1.4853E-02	7.5600E+00	8.4925E+06	-1.1100E+00	8.1727E-03	-8.6700E+00	8.1727E-03	-2.1685E+01	2.6505E-17	-1.0000E+00	-1.0814E+00	1.0589E-01	4.5693E-18	2.0254E-18	3.9753E-17	-1.0000E+00	-1.1952E+00	7.0602E-02
1000	A1689	197.87772159	-1.34024891	155.278300	2.822890	2.712189	1.400172615E-16	5.07652439E-19	5.127290955E-19	1.49		-2.53338	0.13404	-0.13404	2.665474733	2.30E-05	-2.30E-05	-1.0000E+00	2.6622E+00	4.2287E-05	9.1154E-30	3.0405E-31	7.5814E-30	2.5082E-31	1.2489E-16	6.9293E-18	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	7.4900E+00	-2.1800E+00	2.3064E-01	-4.9629E-01	5.7988E-02	8.0000E-03	7.0000E+00	3.6060E+01	2.0000E+00	5.6213E-02	6.4900E+00	3.3312E+05	-4.6000E-01	3.7200E-02	-6.9500E+00	3.7200E-02	8.0000E-03	7.0000E+00	2.1106E+05	6.0000E-01	1.5091E-02	5.6200E+00	1.6090E+04	-1.3300E+00	2.1750E-03	-6.9500E+00	2.1750E-03	4.2362E+01	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5217E-01	-1.0000E+00
1014	A1689	197.898754166667	-1.34033894444444	15.513948	0.443143	0.430109	2.460857235E-17	4.490235834E-19	4.490235834E-19	1.31	2.13	-2.0271	0.03057	-0.03058	1.603530291	0.0002701945744	-0.0002927107889	-1.0000E+00	1.6003E+00	8.8355E-06	7.7060E-30	7.1210E-32	3.9548E-30	3.6197E-32	2.2011E-17	3.2094E-18	7.8874E-17	1.5537E-18	1.1845E-16	4.3393E-18	2.5800E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	5.9588E+00	6.8620E-16	3.5862E-02	9.6293E-04	-1.0000E+00	1.1830E-16	4.1214E-17	1.0292E-15	3.1322E-02	1.0938E-02	-1.0000E+00
1034	M0717	109.36533154	37.73842898	209.372386	13.370675	11.746200	6.461087761E-17	2.231E-18	2.19338E-18	1.15	1.23	-0.66687	0.32562	-0.32237	2.440532041	9.11E-05	-9.30E-05	-1.0000E+00	2.4400E+00	5.0959E-06	2.2632E-30	5.5351E-32	2.3398E-30	6.3922E-32	1.0454E-17	1.5007E-18	5.1995E-17	1.7157E-18	8.4762E-17	1.3310E-18	6.8500E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	6.0855E+01	4.5235E-16	1.4283E-01	6.7919E-03	-1.0000E+00	7.7985E-17	2.7203E-17	6.7847E-16	1.0952E-01	3.8445E-02	-1.0000E+00
1037	A1689	197.89666160	-1.34028896	74.401269	3.690386	3.544260	6.229282504E-17	1.062340587E-18	1.030785832E-18	1.14	1.52439	-1.36482	0.05261	-0.05104	1.703450809	0.0001318889117	-0.000138610047	-1.0000E+00	1.7009E+00	7.4473E-06	4.6828E-30	1.6793E-31	3.9427E-30	1.4016E-31	2.6655E-17	3.5898E-18	5.2072E-17	1.5270E-18	1.2177E-16	4.4634E-18	4.0900E+00	-1.4000E+00	1.7531E-01	-2.0661E+00	3.9402E-02	8.0000E-03	9.4000E+00	8.7403E+08	4.0000E-01	8.5322E-02	7.5500E+00	2.4672E+07	-8.7000E-01	4.2790E-02	-8.4200E+00	4.2790E-02	8.0000E-03	9.5000E+00	6.9000E+08	1.0000E-01	1.8944E-02	7.5800E+00	2.1078E+07	-1.1100E+00	1.0456E-02	-8.6900E+00	1.0456E-02	2.7521E+01	4.5303E-16	1.3750E-01	4.6472E-03	-1.0000E+00	7.8101E-17	2.7233E-17	6.7948E-16	1.0451E-01	3.6497E-02	-1.0000E+00
1059	A1689	197.85511951	-1.33869691	-102.289746	3.332791	2.159648	-1.00E-17	-1.00E-17	-1.00E-17	2.66	1.7921	-4.60948	0.84355	-0.25641	2.411405821	6.67E-04	-6.67E-04	2.6956E-18	2.4114E+00	2.1277E-05	3.0148E-30	1.5716E-31	2.5548E-30	1.2584E-31	3.8607E-17	6.6625E-18	1.1030E-16	1.0152E-17	1.6714E-16	1.0730E-17	2.0200E+00	-9.9000E-01	3.4494E-01	-1.0762E+00	4.4552E-02	8.0000E-03	7.0000E+00	1.3734E+06	1.4000E+00	5.1531E-02	8.4000E+00	1.9308E+07	1.4400E+00	3.1987E+00	-6.9500E+00	3.1987E+00	4.0000E-03	7.7000E+00	2.1862E+08	4.0000E-01	3.6908E-02	8.1900E+00	5.8013E+07	5.9000E-01	1.3004E+00	-7.5900E+00	1.3004E+00	-2.9985E+01	9.5961E-16	-1.0000E+00	-1.0042E+00	2.8090E-03	1.6543E-16	5.8482E-17	1.4393E-15	-1.0000E+00	-2.6834E+00	1.8729E-03
1069	A1689	197.846399166667	-1.33970894444444	70.361773	86.377947	21.404724	3.671711891E-17	8.713152916E-19	1.926065316E-18	1.16		-0.81262	2.00599	-3.70336	2.978204831	9.33E-05	-9.33E-05	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.2470E-30	3.9301E-32	1.1385E-30	1.9326E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.0900E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.7687E+01	-8.7000E+00	-1.0000E+00	-1.0007E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5344E-01	-1.0000E+00
1098	M1149	177.40653506	22.39286171	118.433937	3.490765	3.634821	1.631056E-16	1.527195E-18	1.003989E-18	1.313344851		-1.79986	0.0482199999999999	-0.05386	1.894306605	2.92678112E-05	2.92678112E-05	-1.0000E+00	1.8933E+00	-1.0000E+00	8.2248E-30	8.7401E-32	8.7391E-30	1.0922E-31	-9.9000E+01	-9.9000E+01	-9.9000E+01	-9.9000E+01	-1.0000E+00	-1.0000E+00	3.18	-2.01	0.1520997882	-2.3843434	0.00652289	0.008	9.5	12308.5	0	0.0140234	8.37	18492700	-0.65	0.00971078	-9.01	0.00971078	0.008	9.5	12308.5	0	0.00407565	8.37	20304700	-0.65	0.00759136	-9.01	0.00759136	4.0920E+01	-8.6130E+02	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4849E+02	-1.1168E+02	-1.2918E+03	-1.0000E+00	-7.5222E-01	-1.0000E+00
1117	A1689	197.89541700	-1.33847996	100.701104	62.941972	26.193243	4.776087139E-18	5.523773057E-19	5.469085474E-19	1.41		-3.12095	1.96779	-1.15353	2.546004341	0.0008148615572	-0.0008749075381	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.1065E-31	5.6053E-32	4.6382E-31	4.3447E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	8.4200E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.8398E+01	-8.7000E+00	-1.0000E+00	-1.0066E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.6945E-01	-1.0000E+00
1127	A1689	197.86699284	-1.33756396	12.338888	0.943930	0.906914	1.671761585E-17	9.018191222E-19	9.200389593E-19	1.69		-3.66372	0.10034	-0.10135	1.831030906	0.0009507897313	-0.0007891534204	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.9863E-30	1.7386E-31	4.3356E-30	1.6239E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.1300E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.3584E+00	-8.7000E+00	-1.0000E+00	-1.0015E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5776E-01	-1.0000E+00
1137	A1689	197.86692118	-1.33679996	-82.307819	0.347323	0.343884	-1.00E-17	-1.00E-17	-1.00E-17	1.67		-1.36315	0.02689	-0.02663	1.83	6.67E-04	-6.67E-04	6.4476E-18	-1.0000E+00	-1.0000E+00	2.6905E-29	8.4265E-31	2.1096E-29	6.6062E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.9400E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-2.9084E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.8316E+00	-1.0000E+00
1170	M0717	109.39854071	37.74149598	202.060387	5.524782	5.253960	1.301327576E-16	4.023268701E-19	4.104548275E-19	1.07		-1.7082	0.09586	-0.0978	1.858535897	3.45E-05	-3.45E-05	-1.0000E+00	-1.0000E+00	-1.0000E+00	5.7488E-30	7.4552E-32	6.7333E-30	9.4416E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.6930E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	7.0687E+01	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5216E-01	-1.0000E+00
1197	A1689	197.873711666667	-1.33577544444444	41.244602	1.503373	1.456280	1.130139E-16	1.170890E-18	1.332821E-18	1.20995205	1.6502	-1.79414	0.0163800000000001	-0.0175699999999999	1.705678442	0.0000451805	-0.0000451805	-1.0000E+00	1.7026E+00	5.8766E-06	1.3344E-29	4.2640E-31	1.0366E-29	3.3334E-31	6.6420E-17	2.3372E-18	1.8097E-16	2.4697E-18	3.3502E-16	9.3584E-18	3.09	-1.12	0.157927747	-1.824882	0.065676	0.008	8.4	739765000	0.7	0.0603695	8.43	24284200	0.3	0.310301	-8.13	0.310301	0.008	8.8	489267000	0.15	0.0246016	8.46	37359300	-0.16	0.0905745	-8.62	0.0905745	1.5244E+01	1.5744E-15	7.1780E-02	1.2617E-03	-1.0000E+00	2.7143E-16	9.4527E-17	2.3614E-15	5.7906E-02	2.0181E-02	-1.0000E+00
1212	M1149	177.38723757	22.39422927	-21.030910	1.655432	1.659851	9.60166E-18	3.773735E-19	3.849972E-19	1.212851406	1.32	-3.35298	0.07144	-0.0728800000000001	2.320715802	0.000113280334	-0.0001077767361	-1.0000E+00	2.3158E+00	-1.0000E+00	1.2293E-29	7.2064E-32	1.1321E-29	8.5960E-32	1.4293E-17	2.3474E-18	4.6041E-17	3.1989E-18	4.5506E-17	1.7640E-18	1.52	-1.94	0.1438826257	-2.1444707	0.0419682	0.008	8.8	717019000	0.3	0.0493559	8.85	89212500	0.57	0.542692	-8.28	0.542692	0.008	9.4	800797000	0.05	0.0250395	8.75	97920300	0.25	0.423331	-8.51	0.423331	-6.3332E+00	4.0056E-16	2.3971E-02	1.9182E-03	-1.0000E+00	6.9055E-17	2.4252E-17	6.0078E-16	1.9384E-02	6.8714E-03	-1.0000E+00
1285	A1689	197.860174083333	-1.33245777222222	-124.448860	1.707014	1.607576	-1.00E-17	-1.00E-17	-1.00E-17	1.16		1.35021	0.42326	-0.42748	3.0476	6.67E-04	-6.67E-04	2.1314E-18	-1.0000E+00	-1.0000E+00	2.8650E-29	8.7889E-31	1.3164E-29	4.1985E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.3900E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-3.0746E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.3825E+00	-1.0000E+00
1306	M0717	109.41597154	37.74477662	-60.461505	4.344343	6.011358	-1.00E-17	-1.00E-17	-1.00E-17	1.36		3.05328	1.25989	-2.87513	3.2173E+00	6.67E-04	-6.67E-04	4.8995E-18	3.2173E+00	1.6465E-05	5.4560E-30	9.8167E-32	2.5070E-30	1.2328E-31	1.2487E-17	3.9013E-18	-1.0000E+00	-1.0000E+00	9.6070E-17	2.2568E-18	1.77	-1.8	0.1946226728	-1.840607	0.0504428	0.008	7.1	9729920	0.8	0.0450442	8.22	35524600	1.16	2.65945	-7.07	2.65945	0.008	7.9	326834000	0.2	0.0242358	8.25	91310900	0.61	0.803983	-7.65	0.803983	-1.4337E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.5541E+00	-1.0000E+00
1337	A1689	197.89493475	-1.332000375	-104.433290	0.948327	0.911499	-1.00E-17	-1.00E-17	-1.00E-17	1.28	1.3947	-0.0719	0.13667	-0.13667	2.640045142	6.67E-04	-6.67E-04	2.7237E-18	2.6398E+00	2.8338E-05	8.3036E-30	2.7952E-31	5.3802E-30	1.8907E-31	1.3130E-16	1.1452E-17	3.0994E-16	1.5079E-17	6.6446E-16	3.1344E-17	3.6600E+00	-2.0600E+00	2.3425E-01	-1.7224E+00	4.6884E-02	8.0000E-03	8.8000E+00	6.3388E+08	6.0000E-01	1.9932E-01	8.6300E+00	3.3730E+08	1.0000E-02	1.9923E+00	-8.6100E+00	1.9923E+00	4.0000E-03	7.6000E+00	4.5586E+08	2.5000E-01	2.8595E-02	7.4900E+00	2.5817E+07	2.0000E-02	4.1398E-01	-7.4600E+00	4.1398E-01	-2.8690E+01	2.6965E-15	-1.0000E+00	-1.0012E+00	1.0101E-03	4.6486E-16	1.6254E-16	4.0443E-15	-1.0000E+00	-1.3269E+00	6.7347E-04
1363	M1149	177.39301673	22.39678893	90993.702529	1351521.371331	64743.538746	3.578757935E-17	5.605966965E-20	2.294131353E-19	1.38		0.05561	3.2489	-3.30491	2.952094413	0.0001219100413	-0.0001194996464	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.0251E-30	4.8567E-32	2.2501E-30	6.0085E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.0220E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.3024E+04	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5217E-01	-1.0000E+00
1372	A1689	197.880306666667	-1.33154208333333	50.545484	1.433216	1.377012	3.325096417E-17	4.123264402E-19	4.206324322E-19	1.16		-2.2703	0.12414	-0.12539	2.545077145	6.66E-05	-6.79E-05	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.6219E-30	1.7761E-31	4.9932E-30	1.7244E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.6900E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.4258E+01	-8.7000E+00	-1.0000E+00	-1.0001E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5229E-01	-1.0000E+00
1451	A1689	197.869477333333	-1.32856953888889	14.918488	0.267928	0.270608	2.84781033E-17	3.72324784E-19	3.83607373E-19	1.52	2.0284	-1.10637	0.03667	-0.03702	2.546084628	5.47434748E-05	5.52946112E-05	-1.0000E+00	2.5420E+00	2.7133E-05	2.3282E-29	7.2789E-31	2.1605E-29	6.6814E-31	1.7106E-17	3.4456E-18	5.4300E-17	9.1728E-18	4.4180E-17	2.6344E-18	3.4500E+00	-2.4900E+00	2.1690E-01	-2.4082E+00	3.2292E-02	4.0000E-03	9.0000E+00	7.0395E+08	2.0000E-01	6.8901E-02	8.2500E+00	3.0320E+07	2.7000E-01	5.4123E-01	-7.9800E+00	5.4123E-01	4.0000E-03	8.4000E+00	6.1816E+08	5.0000E-02	6.4116E-03	8.2000E+00	2.4169E+07	1.4000E-01	6.7555E-02	-8.0700E+00	6.7555E-02	4.2070E+00	4.7241E-16	6.0283E-02	1.0215E-02	-1.0000E+00	8.1442E-17	2.9800E-17	7.0855E-16	6.1092E-02	2.2388E-02	-1.0000E+00
