Names	Cluster	RA	DEC.	EW	EW_uperr	EW_lowerr	F_Lya	F_Lya_uperr	F_Lya_lowerr	Slit_corr_LRIS	Slit_corr_MOSFIRE	Beta	Beta_uperr	Beta_lowerr	Z_Lya	Z_Lya_uperr	Z_Lya_lowerr	Flux_upp_5_sig	Spec_z	Spec_z_err	F625W/F606W	EF625W/EF606W	F475W/F435W	EF475W/EF435W	HBeta	HBeta_Err	Halpha	HAlpha_err	OIII5007	OIII5007err	Magn	Beta_Power	Beta_err_Power	Beta_SED	Beta_err_SED	Metal_Calzetti	LAge_Calzetti	Age_err_Calzetti	AV_Calzetti	AV_err_Calzetti	LMass_Calzetti	Mass_err_Calzetti	LSFR_Calzetti	SFR_err_Calzetti	LSSFR_Calzetti	SSFR_err_Calzetti	Metal_SMC	LAge_SMC	Age_err_SMC	AV_SMC	AV_err_SMC	LMass_SMC	Mass_err_SMC	LSFR_SMC	SFR_err_SMC	LSSFR_SMC	SSFR_err_SMC	Rest_EW	Observed_Intrinsic_Lya	f_esc_obs	f_esc_obs_err	f_esc_upp_lim	Halpha_corr	Halpha_corr_err	Intrinsic_Lya_corr	f_esc_corr	f_esc_corr_err	f_esc_upp_corr
1467	A1689	197.85882451	-1.32856591	24.810461	2.490239	2.231818	1.192431562E-17	6.175798762E-19	6.36294557E-19	1.37	1.4144	-1.64383	0.31961	-0.31961	2.52207352	0.0001936624795	-0.0001879696697	-1.0000E+00	2.5190E+00	2.0270E-05	1.3908E-30	7.9755E-32	1.2634E-30	6.5361E-32	1.8015E-17	5.5981E-18	5.2147E-17	1.0052E-17	8.9737E-17	5.8041E-18	2.1800E+00	-1.9600E+00	4.0188E-01	-1.9748E+00	7.8075E-02	4.0000E-03	9.4000E+00	7.7648E+08	5.0000E-01	9.1251E-02	8.2200E+00	4.5050E+07	-1.0000E-01	1.8584E-01	-8.3200E+00	1.8584E-01	8.0000E-03	8.9000E+00	7.7893E+08	1.0000E-01	2.5393E-02	8.2300E+00	4.6001E+07	-4.6000E-01	5.0798E-02	-8.6900E+00	5.0798E-02	7.0443E+00	4.5368E-16	2.6284E-02	5.2516E-03	-1.0000E+00	7.8213E-17	2.9025E-17	6.8045E-16	2.4008E-02	9.0756E-03	-1.0000E+00
1470	A1689	197.901369166667	-1.32872247222222	79539.327224	1312707.594126	57643.846449	7.852481564E-18	1.416684495E-20	9.090392177E-20	1.16		-0.04353	3.31008	-3.25398	2.15819787	0.0004046584131	-0.0004087388086	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.2170E-30	3.8322E-32	1.2149E-30	1.9380E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.5185E+04	-8.7000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5219E-01	-1.0000E+00
1471	A1689	197.869836666667	-1.32823416666667	-102.113723	0.282239	0.273938	-1.00E-17	-1.00E-17	-1.00E-17	1.27		-1.12133	0.04139	-0.04098	1.95	6.67E-04	-6.67E-04	5.9492E-18	-1.0000E+00	-1.0000E+00	6.6570E-30	2.5978E-31	6.6605E-30	2.3709E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.1300E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-3.4615E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.4760E+00	-1.0000E+00
1488	A1689	197.87560451	-1.32826994	0.01	2.425249	2.283972	-1.00E-17	-1.00E-17	-1.00E-17	1.11	2.0408	-2.70527	0.13972	-0.13972	2.051166403	6.67E-04	-6.67E-04	5.0498E-18	2.0512E+00	1.5565E-05	1.9001E-30	1.1222E-31	2.0252E-30	9.6238E-32	-1.2054E-16	9.1116E-17	1.4841E-18	1.6680E-17	6.3474E-17	3.8830E-18	4.3000E+00	-2.2300E+00	2.2127E-01	-2.0079E+00	6.0046E-02	4.0000E-03	9.4000E+00	2.5641E+08	4.0000E-01	7.2813E-02	7.5300E+00	9.1670E+06	-1.1400E+00	1.2159E-02	-8.6700E+00	1.2159E-02	4.0000E-03	9.4000E+00	2.9827E+07	1.0000E-01	2.3991E-02	7.5400E+00	6.7491E+06	-1.3800E+00	3.7028E-03	-8.9200E+00	3.7028E-03	3.2774E-03	1.2912E-17	-1.0000E+00	-1.1284E+01	3.9110E-01	2.2259E-18	1.6698E-17	1.9366E-17	-1.0000E+00	-7.5832E+00	2.6076E-01
1545	M1149	177.39072799	22.39982924	-89.304732	2.288794	2.051278	-1.00E-17	-1.00E-17	-1.00E-17	1.49		0.4921	0.81507	-0.80692	3.13	6.67E-04	-6.67E-04	5.0706E-18	-1.0000E+00	-1.0000E+00	2.2866E-29	9.3301E-32	1.1473E-29	1.0827E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.3780E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-2.1623E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.6691E+00	-1.0000E+00
1587	A1689	197.86364534	-1.32579799	-21.912217	2.505774	2.434233	1.129582E-18	2.64969E-19	2.435577E-19	1.444201483		-1.89017	0.29684	-0.23964	2.672922878	0.0005285181595	-0.0005507793494	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.5319E-30	1.3640E-31	2.4340E-30	1.0059E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.7800E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-5.9659E+00	-8.7000E+00	-1.0000E+00	-1.0250E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-8.1939E-01	-1.0000E+00
1614	M0717	109.42131445	37.75165453	66.397088	3.265107	3.013945	2.623991E-17	4.094000E-19	4.17671E-19	1.25		-3.44721	0.14552	-0.14697	1.78546536	0.0002465101821	-0.0002344253012	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.4674E-30	8.5039E-32	3.5632E-30	1.0292E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	7.0800E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.3837E+01	-8.7000E+00	-1.0000E+00	-1.0001E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5241E-01	-1.0000E+00
1627	M0717	109.38881320	37.75217714	-110.032307	2.871471	3.752491	-1.00E-17	-1.00E-17	-1.00E-17	1.17		-0.28578	0.41284	-0.40875	1.853	6.67E-04	-6.67E-04	7.3620E-18	-1.0000E+00	-1.0000E+00	1.6058E-29	9.4704E-32	1.2454E-29	1.1654E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.7650E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-3.8567E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.3909E+00	-1.0000E+00
1637	A1689	197.86563368	-1.32431994	-7.238139	2.195474	2.238611	2.801894592E-17	9.663637603E-19	1.136273911E-18	1.16	1.5060	-3.04384	0.08579	-0.08664	2.103169616	0.0001043956019	-9.74E-05	-1.0000E+00	2.0997E+00	5.5317E-06	8.2657E-30	2.8465E-31	7.6396E-30	2.5325E-31	5.2758E-17	3.0589E-17	7.2545E-17	2.5060E-17	1.7970E-16	2.5774E-18	2.5800E+00	-1.8400E+00	1.3705E-01	-1.8956E+00	4.6713E-02	8.0000E-03	8.2000E+00	6.0464E+08	6.0000E-01	6.9477E-02	8.3400E+00	3.9671E+07	4.5000E-01	6.1460E-01	-7.8900E+00	6.1460E-01	8.0000E-03	8.8000E+00	8.5236E+08	1.5000E-01	1.1974E-02	8.3700E+00	3.8692E+07	9.0000E-02	1.2997E-01	-8.2800E+00	1.2997E-01	-2.3325E+00	6.3114E-16	4.4394E-02	1.5426E-02	-1.0000E+00	1.0881E-16	4.5419E-17	9.4662E-16	3.4335E-02	1.4410E-02	-1.0000E+00
1649	M1149	177.39274464	22.40314040	-66.059073	2.571512	2.421715	-1.00E-17	-1.00E-17	-1.00E-17	1.52		-1.25426	0.70381	-0.71803	3.13	6.67E-04	-6.67E-04	5.3582E-18	-1.0000E+00	-1.0000E+00	3.4355E-29	1.5997E-31	1.7481E-29	1.8657E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.6960E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.5995E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.6959E+00	-1.0000E+00
1650	M1149	177.37725256	22.40182815	-21.269612	0.584245	0.578461	-1.00E-17	-1.00E-17	-1.00E-17	1.238742835		-1.29489	0.03463	-0.03429	1.6505E+00	6.67E-04	-6.67E-04	9.9415E-18	-1.0000E+00	-1.0000E+00	8.2182E-30	7.8491E-32	7.3033E-30	9.3017E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	5.6300E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-8.0248E+00	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.4492E+00	-1.0000E+00
1689	M0717	109.36271362	37.75271120	-38.062340	5.407328	4.384320	-1.00E-17	-1.00E-17	-1.00E-17	1.23	1.16686	0.83787	0.47701	-0.46756	2.3933E+00	6.67E-04	-6.67E-04	3.8479E-18	2.3933E+00	1.2477E-05	3.2953E-30	6.9602E-32	1.8243E-30	8.0537E-32	8.3788E-18	1.0967E-18	3.9497E-17	2.1425E-18	3.6921E-17	1.1659E-18	1.71	-1.55	0.174213266	-1.2951328	0.0808616	0.008	8.8	319724000	0.9	0.10146	9.04	166934000	0.44	0.872043	-8.6	0.872043	0.004	9.2	483946000	0.25	0.0227217	8.95	175765000	-0.01	0.100928	-8.96	0.100928	-1.1217E+01	3.4362E-16	-1.0000E+00	-1.0015E+00	1.1198E-02	5.9240E-17	2.0735E-17	5.1539E-16	-1.0000E+00	-1.2788E+00	7.4660E-03
1721	M1149	177.42019632	22.40213713	453.542132	33.446120	28.536666	4.618480E-17	3.208045E-19	3.272854E-19	1.226052727	1.25	-2.08323	0.31726	-0.32044	2.094493983	4.60404551E-05	4.60322291E-05	-1.0000E+00	2.0920E+00	-1.0000E+00	1.5594E-30	4.7761E-32	1.7277E-30	5.6699E-32	6.9029E-18	2.1966E-18	4.5818E-17	3.4146E-18	6.6709E-17	2.1815E-18	0.5	-2.17	0.1513210808	-2.2558804	0.0478742	0.008	7	36.0602	0.3	0.0396458	7.32	1692590	0.37	0.190177	-6.95	0.190177	0.008	7	36.0602	0.15	0.0236096	7.28	1308400	0.33	0.146022	-6.95	0.146022	1.4656E+02	3.9862E-16	1.1586E-01	8.6729E-03	-1.0000E+00	6.8721E-17	2.4167E-17	5.9787E-16	9.4711E-02	3.3317E-02	-1.0000E+00
1751	A1689	197.88055409	-1.32182202	-26.957532	6.344183	2.620691	5.844783628E-18	2.09842637E-18	8.325277659E-19	1.12	2.1053	-3.04384	0.08579	-0.08664	2.385094365	0.0001670905493	-0.0001572597578	-1.0000E+00	2.3816E+00	7.3276E-06	1.0538E-29	3.5273E-31	9.5717E-30	3.1219E-31	2.3805E-17	4.1960E-18	9.0596E-17	4.2695E-18	6.7134E-17	1.1966E-18	2.3100E+00	-2.0200E+00	2.3206E-01	-1.9971E+00	7.8308E-02	8.0000E-03	9.0000E+00	7.5941E+08	4.0000E-01	4.1051E-02	8.9400E+00	1.4572E+08	4.9000E-01	3.3696E-01	-8.4600E+00	3.3696E-01	8.0000E-03	9.3000E+00	7.2768E+08	1.0000E-01	8.5436E-03	8.9800E+00	1.4589E+08	2.5000E-01	1.0775E-01	-8.7300E+00	1.0775E-01	-7.9636E+00	7.8819E-16	7.4155E-03	1.8919E-03	-1.0000E+00	1.3588E-16	4.7497E-17	1.1822E-15	5.5374E-03	2.4829E-03	-1.0000E+00
1756	M0717	109.40714528	37.75382889	385.216833	98.753492	60.949421	3.213092315E-17	4.121604351E-19	4.598842683E-19	1.05		-2.17048	0.72318	-0.75300	1.857478296	1.04452689E-04	1.05505606E-04	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.8406E-30	6.1016E-32	3.3939E-30	7.2884E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0	-1	-1	1.692	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.3481E+02	-8.7000E+00	-1.0000E+00	-1.0001E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5228E-01	-1.0000E+00
1829	A1689	197.87826493	-1.31978885	-66.526134	3.539876	3.169032	-1.00E-17	-1.00E-17	-1.00E-17	1.32		0.37745	0.94039	-0.96919	3.059537899	6.67E-04	-6.67E-04	5.1688E-18	3.0595E+00	8.7989E-05	2.9671E-30	1.0998E-31	8.7540E-31	5.5825E-32	2.5532E-17	3.0960E-18	-9.9000E+01	-99	4.65364398962E-17	2.77961668062671E-18	2.0800E+00	-5.2000E-01	2.3836E-01	-3.9972E-01	5.5639E-02	4.0000E-03	7.8000E+00	3.2236E+08	2.0000E+00	1.2868E-01	9.5900E+00	1.5264E+09	1.9000E+00	5.6525E+01	-7.6900E+00	5.6525E+01	4.0000E-03	9.3000E+00	3.3451E+07	4.5000E-01	2.2059E-02	9.6900E+00	3.4785E+08	6.3000E-01	3.9207E-01	-9.0600E+00	3.9207E-01	-1.6388E+01	-8.6130E+02	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4849E+02	-1.1168E+02	-1.2918E+03	-1.0000E+00	-1.5193E+00	-1.0000E+00
1856	M1149	177.38406173	22.40503821	481.910937	215.721249	96.030750	1.371324E-17	2.448198E-19	2.571845E-19	1.202623888		-2.78463	1.2652	-1.17234	2.029003019	1.11880691E-04	1.14134592E-04	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.2874E-30	8.8780E-32	2.1814E-30	1.0736E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.1290E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.5910E+02	-8.7000E+00	-1.0000E+00	-1.0002E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5247E-01	-1.0000E+00
2043	M1149	177.38207339	22.40751585	34.728771	5.206893	3.827289	8.250093323E-18	4.497307491E-19	4.235329044E-19	1.79		-4.70015	0.40964	-0.19149	1.971304232	0.000258076787	-0.0002451774723	-1.0000E+00	-1.0000E+00	-1.0000E+00	3.7533E-30	1.1167E-31	3.3562E-30	1.3264E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.0500E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.1688E+01	-8.7000E+00	-1.0000E+00	-1.0014E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5809E-01	-1.0000E+00
2067	M1149	177.38924007	22.40760360	18.473580	1.201282	1.438898	8.17626E-18	3.159353E-19	3.128072E-19	1.336325655	1.338688	-1.58525	0.0791	-0.0752299999999999	2.311782903	8.81E-05	-9.08E-05	-1.0000E+00	2.3094E+00	-1.0000E+00	6.4664E-30	7.3630E-32	5.7581E-30	9.4215E-32	1.1526E-17	1.8765E-18	5.0851E-17	5.0409E-18	5.9245E-17	1.7111E-18	2.7	-2.18	0.1671162081	-2.1913505	0.044098	0.008	8.1	368132000	0.4	0.128547	7.73	13215900	-0.25	0.484688	-7.98	0.484688	0.008	8.4	691011000	0.1	0.0197045	7.72	6636880	-0.48	0.0464878	-8.2	0.0464878	5.5781E+00	4.4240E-16	1.8481E-02	1.9651E-03	-1.0000E+00	7.6269E-17	2.7026E-17	6.6354E-16	1.6466E-02	5.8959E-03	-1.0000E+00
2112	M1149	177.37367632	22.40943082	-20.408950	1.654457	1.682020	4.06565E-18	3.95794E-19	3.95794E-19	1.339449541		-1.70854	0.12834	-0.13093	2.600672066	4.42019627E-04	4.42019627E-04	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.0620E-29	1.8168E-31	8.3436E-30	2.2077E-31	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	6.8500E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-5.6681E+00	-8.7000E+00	-1.0000E+00	-1.0047E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.6337E-01	-1.0000E+00
2122	M0717	109.37022363	37.76128281	30.575386	2.919898	2.721458	4.109873806E-18	2.096484281E-19	2.204548853E-19	1.16		4.78549	0.14201	-0.47131	2.935359288	0.0004939664237	-0.0004744117865	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.1242E-30	7.8247E-32	2.6501E-30	9.1363E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	1.9740E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	7.7694E+00	-8.7000E+00	-1.0000E+00	-1.0014E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-7.5459E-01	-1.0000E+00
2223	M0717	109.39620904	37.76336564	-72.185426	1.284337	1.151056	-1.00E-17	-1.00E-17	-1.00E-17	1.1821668	1.22100	-0.39023	0.29074	-0.28783	2.5516E+00	6.67E-04	-6.67E-04	3.7513E-18	2.5516E+00	1.5326E-05	9.2743E-30	1.2238E-31	4.2800E-30	1.4951E-31	1.9940E-17	1.2089E-18	8.1943E-17	3.6722E-18	6.2637E-17	2.0662E-18	1.66	-1.29	0.1602042138	-0.9480009	0.0750615	0.004	7	115918000	1.6	0.0819732	8.89	288963000	1.94	19.7529	-6.95	19.7529	0.008	8.6	936691000	0.35	0.0244966	9.1	177368000	0.67	0.833993	-8.44	0.833993	-2.0325E+01	7.1290E-16	-1.0000E+00	-1.0010E+00	5.2620E-03	1.9283E-16	3.6748E-17	1.6776E-15	-1.0000E+00	-1.1974E+00	2.2362E-03
2228	M1149	177.41134131	22.41060004	7.529584	17.748465	9.845864	3.083126745E-19	6.48917099E-19	6.947500796E-19	1.81		-0.56636	1.26804	-1.24318	2.376192998	0.005141578	-0.1030372991	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.0596E-30	5.4960E-32	1.5303E-30	7.3054E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	4.9000E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	2.2302E+00	-8.7000E+00	-1.0000E+00	-2.3976E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-4.0152E+00	-1.0000E+00
2320	M1149	177.40975381	22.41253790	-75.117988	1.176177	1.107661	-1.00E-17	-1.00E-17	-1.00E-17	1.308943032		0.54507	0.19878	-0.20280	2.59	6.67E-04	-6.67E-04	1.7036E-18	-1.0000E+00	-1.0000E+00	6.6429E-31	4.5994E-32	2.7864E-31	6.0734E-32	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	5.9500E-01	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-1.0000E+00	-2.0924E+01	-8.7000E+00	-1.0000E+00	-1.4142E+00	-1.0000E+00	-1.4999E+00	-1.1281E+00	-1.3049E+01	-1.0000E+00	-1.5097E+00	-1.0000E+00
2331	M1149	177.41551840	22.41300902	31.08582	0.750219	0.735363	1.650976E-17	2.287630E-19	2.333845E-19	1.204301075	1.28370	-1.13539	0.0606099999999998	-0.0612300000000001	2.095899133	0.000122995953	-0.000124221717	-1.0000E+00	2.0919E+00	-1.0000E+00	5.5671E-30	6.0528E-32	5.1891E-30	8.3797E-32	2.3999E-17	2.5715E-18	9.1005E-17	3.6706E-18	1.1699E-16	2.5878E-18	0.34	-1.74	0.1642220527	-2.0725322	0.0494612	0.008	7	3426020	0.7	0.0500657	8.33	18506900	1.37	3.47012	-6.95	3.47012	0.008	7.4	7723370	0.2	0.0090459	8.23	27788200	0.92	1.6009	-7.31	1.6009	1.0041E+01	7.9174E-16	2.0852E-02	8.9027E-04	-1.0000E+00	1.7713E-16	6.2579E-17	1.5410E-15	1.2902E-02	4.5636E-03	-1.0000E+00
