#A1689_1.rest_UV.1034.rest-frame.lum.norm-lum.not-resampled.txt
#Normalized by: continuum luminosity density at 1700 Angstroms
#Obs. Wave. (A) | Rest Wave. (A) | Flux (erg/s/cm2/A) | Flux Error | Luminosity (erg/s/A) | Luminosity Error | Normalized Lum. (Unitless) | Normalized Lum. Error
#
3100.98071	 901.44788	-2.29718e-19	2.40478e-18	-2.29718e-19	2.40478e-18	  -0.09778	   1.02360
3102.91089	 902.00897	-3.43937e-19	2.31442e-18	-3.43937e-19	2.31442e-18	  -0.14640	   0.98514
3104.84106	 902.57007	2.95129e-18	2.37071e-18	2.95129e-18	2.37071e-18	   1.25622	   1.00956
3106.77637	 903.13263	1.35776e-18	2.40489e-18	1.35776e-18	2.40489e-18	   0.57793	   1.02374
3108.70898	 903.69446	5.92232e-18	2.36277e-18	5.92232e-18	2.36277e-18	   2.52084	   1.00761
3110.64111	 904.25610	9.54593e-19	2.22633e-18	9.54593e-19	2.22633e-18	   0.40632	   0.94769
3112.57446	 904.81812	6.01406e-18	2.08415e-18	6.01406e-18	2.08415e-18	   2.55989	   0.88933
3114.50977	 905.38074	-9.04168e-19	2.04040e-18	-9.04168e-19	2.04040e-18	  -0.38486	   0.86855
3116.44531	 905.94336	1.65469e-18	1.99493e-18	1.65469e-18	1.99493e-18	   0.70432	   0.84932
3118.38135	 906.50616	6.88022e-19	1.89599e-18	6.88022e-19	1.89599e-18	   0.29286	   0.80706
3120.31714	 907.06891	5.32297e-18	1.85690e-18	5.32297e-18	1.85690e-18	   2.26573	   0.79233
3122.25537	 907.63239	1.39746e-18	1.80992e-18	1.39746e-18	1.80992e-18	   0.59483	   0.77053
3124.19409	 908.19592	-1.45963e-18	1.72821e-18	-1.45963e-18	1.72821e-18	  -0.62129	   0.73577
3126.13281	 908.75952	1.94870e-18	1.71044e-18	1.94870e-18	1.71044e-18	   0.82947	   0.72833
3128.07178	 909.32318	8.95208e-19	1.67194e-18	8.95208e-19	1.67194e-18	   0.38105	   0.71172
3130.01196	 909.88721	2.03665e-20	1.66765e-18	2.03665e-20	1.66765e-18	   0.00867	   0.70984
3131.95435	 910.45184	-1.52576e-18	1.66125e-18	-1.52576e-18	1.66125e-18	  -0.64944	   0.70729
3133.89429	 911.01575	6.78835e-20	1.59311e-18	6.78835e-20	1.59311e-18	   0.02889	   0.67811
3135.83691	 911.58051	-3.78161e-18	1.54572e-18	-3.78161e-18	1.54572e-18	  -1.60965	   0.65911
3137.78003	 912.14532	-1.48382e-18	1.56039e-18	-1.48382e-18	1.56039e-18	  -0.63159	   0.66436
3139.72217	 912.70990	2.71564e-18	1.59359e-18	2.71564e-18	1.59359e-18	   1.15591	   0.67890
3141.66895	 913.27582	-7.46332e-18	1.58911e-18	-7.46332e-18	1.58911e-18	  -3.17677	   0.68085
3143.61353	 913.84113	-2.45948e-18	1.63080e-18	-2.45948e-18	1.63080e-18	  -1.04688	   0.69462
3145.55811	 914.40643	6.92013e-18	1.71161e-18	6.92013e-18	1.71161e-18	   2.94556	   0.73210
3147.50586	 914.97260	-1.66450e-18	1.64323e-18	-1.66450e-18	1.64323e-18	  -0.70850	   0.69966
3149.45215	 915.53839	-4.98569e-18	1.52601e-18	-4.98569e-18	1.52601e-18	  -2.12216	   0.65162
3151.39917	 916.10437	-7.34863e-19	1.50966e-18	-7.34863e-19	1.50966e-18	  -0.31280	   0.64264
3153.34717	 916.67065	1.16591e-18	1.46132e-18	1.16591e-18	1.46132e-18	   0.49627	   0.62213
3155.29517	 917.23694	4.37762e-18	1.42256e-18	4.37762e-18	1.42256e-18	   1.86334	   0.60723
3157.24707	 917.80438	-2.28040e-18	1.33611e-18	-2.28040e-18	1.33611e-18	  -0.97065	   0.56921
3159.19580	 918.37085	1.24689e-18	1.31588e-18	1.24689e-18	1.31588e-18	   0.53074	   0.56026
3161.14697	 918.93805	-2.36725e-18	1.25820e-18	-2.36725e-18	1.25820e-18	  -1.00762	   0.53612
3163.09766	 919.50513	-8.04833e-19	1.24077e-18	-8.04833e-19	1.24077e-18	  -0.34258	   0.52820
3165.04956	 920.07251	6.62660e-19	1.22456e-18	6.62660e-19	1.22456e-18	   0.28206	   0.52128
3167.00269	 920.64032	2.40069e-18	1.23272e-18	2.40069e-18	1.23272e-18	   1.02186	   0.52530
3168.95654	 921.20825	4.12046e-18	1.24130e-18	4.12046e-18	1.24130e-18	   1.75388	   0.53010
3170.91040	 921.77625	4.02693e-18	1.16145e-18	4.02693e-18	1.16145e-18	   1.71406	   0.49615
3172.86450	 922.34430	2.02177e-18	1.13517e-18	2.02177e-18	1.13517e-18	   0.86057	   0.48365
3174.82104	 922.91309	9.00796e-19	1.10200e-18	9.00796e-19	1.10200e-18	   0.38342	   0.46916
3176.77539	 923.48120	-3.46831e-20	1.05769e-18	-3.46831e-20	1.05769e-18	  -0.01476	   0.45021
3178.73242	 924.05011	2.15299e-18	1.03796e-18	2.15299e-18	1.03796e-18	   0.91642	   0.44238
3180.69165	 924.61963	2.80763e-18	1.03018e-18	2.80763e-18	1.03018e-18	   1.19507	   0.43947
3182.64819	 925.18842	3.52432e-19	9.89824e-19	3.52432e-19	9.89824e-19	   0.15001	   0.42134
3184.60718	 925.75787	-4.01337e-19	9.71528e-19	-4.01337e-19	9.71528e-19	  -0.17083	   0.41355
3186.56787	 926.32788	-3.10152e-19	9.42990e-19	-3.10152e-19	9.42990e-19	  -0.13202	   0.40140
3188.52588	 926.89703	1.03051e-18	9.59009e-19	1.03051e-18	9.59009e-19	   0.43864	   0.40834
